id,day_offset,slot_time,category,price,seats_available
205,17,06:00,Normal Darshan,0,354
206,17,09:00,Normal Darshan,0,497
207,17,12:00,Normal Darshan,0,227
208,17,15:00,Normal Darshan,0,419
209,17,18:00,Normal Darshan,0,423
210,17,06:00,VIP Darshan,500,69
211,17,09:00,VIP Darshan,500,76
212,17,12:00,VIP Darshan,500,33
213,17,15:00,VIP Darshan,500,51
214,17,18:00,VIP Darshan,500,58
215,17,09:00,Helicopter Darshan,4640,18
216,17,12:00,Helicopter Darshan,4640,5
217,18,06:00,Normal Darshan,0,313
218,18,09:00,Normal Darshan,0,281
219,18,12:00,Normal Darshan,0,136
220,18,15:00,Normal Darshan,0,191
221,18,18:00,Normal Darshan,0,100
222,18,06:00,VIP Darshan,500,44
223,18,09:00,VIP Darshan,500,57
224,18,12:00,VIP Darshan,500,19
225,18,15:00,VIP Darshan,500,54
226,18,18:00,VIP Darshan,500,76
227,18,09:00,Helicopter Darshan,4640,11
228,18,12:00,Helicopter Darshan,4640,4
229,19,06:00,Normal Darshan,0,372
230,19,09:00,Normal Darshan,0,72
231,19,12:00,Normal Darshan,0,67
232,19,15:00,Normal Darshan,0,173
233,19,18:00,Normal Darshan,0,468
234,19,06:00,VIP Darshan,500,89
235,19,09:00,VIP Darshan,500,68
236,19,12:00,VIP Darshan,500,86
237,19,15:00,VIP Darshan,500,25
238,19,18:00,VIP Darshan,500,97
239,19,09:00,Helicopter Darshan,4640,29
240,19,12:00,Helicopter Darshan,4640,16
241,20,06:00,Normal Darshan,0,158
242,20,09:00,Normal Darshan,0,90
243,20,12:00,Normal Darshan,0,322
244,20,15:00,Normal Darshan,0,434
245,20,18:00,Normal Darshan,0,488
246,20,06:00,VIP Darshan,500,10
247,20,09:00,VIP Darshan,500,26
248,20,12:00,VIP Darshan,500,59
249,20,15:00,VIP Darshan,500,67
250,20,18:00,VIP Darshan,500,65
251,20,09:00,Helicopter Darshan,4640,36
252,20,12:00,Helicopter Darshan,4640,29
253,21,06:00,Normal Darshan,0,108
254,21,09:00,Normal Darshan,0,269
255,21,12:00,Normal Darshan,0,61
256,21,15:00,Normal Darshan,0,88
257,21,18:00,Normal Darshan,0,202
258,21,06:00,VIP Darshan,500,29
259,21,09:00,VIP Darshan,500,10
260,21,12:00,VIP Darshan,500,20
261,21,15:00,VIP Darshan,500,91
262,21,18:00,VIP Darshan,500,66
263,21,09:00,Helicopter Darshan,4640,10
264,21,12:00,Helicopter Darshan,4640,12
265,22,06:00,Normal Darshan,0,300
266,22,09:00,Normal Darshan,0,125
267,22,12:00,Normal Darshan,0,402
268,22,15:00,Normal Darshan,0,338
269,22,18:00,Normal Darshan,0,311
270,22,06:00,VIP Darshan,500,69
271,22,09:00,VIP Darshan,500,90
272,22,12:00,VIP Darshan,500,70
273,22,15:00,VIP Darshan,500,19
274,22,18:00,VIP Darshan,500,98
275,22,09:00,Helicopter Darshan,4640,20
276,22,12:00,Helicopter Darshan,4640,6
277,23,06:00,Normal Darshan,0,453
278,23,09:00,Normal Darshan,0,490
279,23,12:00,Normal Darshan,0,65
280,23,15:00,Normal Darshan,0,222
281,23,18:00,Normal Darshan,0,431
282,23,06:00,VIP Darshan,500,25
283,23,09:00,VIP Darshan,500,49
284,23,12:00,VIP Darshan,500,29
285,23,15:00,VIP Darshan,500,48
286,23,18:00,VIP Darshan,500,62
287,23,09:00,Helicopter Darshan,4640,21
288,23,12:00,Helicopter Darshan,4640,36
289,24,06:00,Normal Darshan,0,335
290,24,09:00,Normal Darshan,0,287
291,24,12:00,Normal Darshan,0,127
292,24,15:00,Normal Darshan,0,72
293,24,18:00,Normal Darshan,0,258
294,24,06:00,VIP Darshan,500,30
295,24,09:00,VIP Darshan,500,62
296,24,12:00,VIP Darshan,500,16
297,24,15:00,VIP Darshan,500,87
298,24,18:00,VIP Darshan,500,71
299,24,09:00,Helicopter Darshan,4640,11
300,24,12:00,Helicopter Darshan,4640,17
301,25,06:00,Normal Darshan,0,97
302,25,09:00,Normal Darshan,0,145
303,25,12:00,Normal Darshan,0,139
304,25,15:00,Normal Darshan,0,110
305,25,18:00,Normal Darshan,0,465
306,25,06:00,VIP Darshan,500,94
307,25,09:00,VIP Darshan,500,94
308,25,12:00,VIP Darshan,500,56
309,25,15:00,VIP Darshan,500,45
310,25,18:00,VIP Darshan,500,86
311,25,09:00,Helicopter Darshan,4640,18
312,25,12:00,Helicopter Darshan,4640,34
313,26,06:00,Normal Darshan,0,342
314,26,09:00,Normal Darshan,0,275
315,26,12:00,Normal Darshan,0,330
316,26,15:00,Normal Darshan,0,357
317,26,18:00,Normal Darshan,0,216
318,26,06:00,VIP Darshan,500,17
319,26,09:00,VIP Darshan,500,60
320,26,12:00,VIP Darshan,500,26
321,26,15:00,VIP Darshan,500,26
322,26,18:00,VIP Darshan,500,43
323,26,09:00,Helicopter Darshan,4640,11
324,26,12:00,Helicopter Darshan,4640,12
325,27,06:00,Normal Darshan,0,221
326,27,09:00,Normal Darshan,0,319
327,27,12:00,Normal Darshan,0,229
328,27,15:00,Normal Darshan,0,197
329,27,18:00,Normal Darshan,0,382
330,27,06:00,VIP Darshan,500,74
331,27,09:00,VIP Darshan,500,69
332,27,12:00,VIP Darshan,500,100
333,27,15:00,VIP Darshan,500,66
334,27,18:00,VIP Darshan,500,47
335,27,09:00,Helicopter Darshan,4640,25
336,27,12:00,Helicopter Darshan,4640,6
337,28,06:00,Normal Darshan,0,203
338,28,09:00,Normal Darshan,0,74
339,28,12:00,Normal Darshan,0,396
340,28,15:00,Normal Darshan,0,133
341,28,18:00,Normal Darshan,0,162
342,28,06:00,VIP Darshan,500,78
343,28,09:00,VIP Darshan,500,24
344,28,12:00,VIP Darshan,500,55
345,28,15:00,VIP Darshan,500,31
346,28,18:00,VIP Darshan,500,85
347,28,09:00,Helicopter Darshan,4640,32
348,28,12:00,Helicopter Darshan,4640,17
349,29,06:00,Normal Darshan,0,320
350,29,09:00,Normal Darshan,0,366
351,29,12:00,Normal Darshan,0,189
352,29,15:00,Normal Darshan,0,418
353,29,18:00,Normal Darshan,0,339
354,29,06:00,VIP Darshan,500,17
355,29,09:00,VIP Darshan,500,56
356,29,12:00,VIP Darshan,500,95
357,29,15:00,VIP Darshan,500,89
358,29,18:00,VIP Darshan,500,83
359,29,09:00,Helicopter Darshan,4640,9
360,29,12:00,Helicopter Darshan,4640,9
361,30,06:00,Normal Darshan,0,84
362,30,09:00,Normal Darshan,0,499
363,30,12:00,Normal Darshan,0,436
364,30,15:00,Normal Darshan,0,436
365,30,18:00,Normal Darshan,0,53
366,30,06:00,VIP Darshan,500,43
367,30,09:00,VIP Darshan,500,61
368,30,12:00,VIP Darshan,500,10
369,30,15:00,VIP Darshan,500,15
370,30,18:00,VIP Darshan,500,31
371,30,09:00,Helicopter Darshan,4640,26
372,30,12:00,Helicopter Darshan,4640,4
373,31,06:00,Normal Darshan,0,369
374,31,09:00,Normal Darshan,0,115
375,31,12:00,Normal Darshan,0,74
376,31,15:00,Normal Darshan,0,104
377,31,18:00,Normal Darshan,0,393
378,31,06:00,VIP Darshan,500,53
379,31,09:00,VIP Darshan,500,78
380,31,12:00,VIP Darshan,500,10
381,31,15:00,VIP Darshan,500,35
382,31,18:00,VIP Darshan,500,11
383,31,09:00,Helicopter Darshan,4640,24
384,31,12:00,Helicopter Darshan,4640,32
385,32,06:00,Normal Darshan,0,381
386,32,09:00,Normal Darshan,0,445
387,32,12:00,Normal Darshan,0,189
388,32,15:00,Normal Darshan,0,109
389,32,18:00,Normal Darshan,0,333
390,32,06:00,VIP Darshan,500,16
391,32,09:00,VIP Darshan,500,52
392,32,12:00,VIP Darshan,500,44
393,32,15:00,VIP Darshan,500,14
394,32,18:00,VIP Darshan,500,75
395,32,09:00,Helicopter Darshan,4640,26
396,32,12:00,Helicopter Darshan,4640,29
397,33,06:00,Normal Darshan,0,243
398,33,09:00,Normal Darshan,0,198
399,33,12:00,Normal Darshan,0,68
400,33,15:00,Normal Darshan,0,480
401,33,18:00,Normal Darshan,0,409
402,33,06:00,VIP Darshan,500,85
403,33,09:00,VIP Darshan,500,91
404,33,12:00,VIP Darshan,500,35
405,33,15:00,VIP Darshan,500,56
406,33,18:00,VIP Darshan,500,15
407,33,09:00,Helicopter Darshan,4640,35
408,33,12:00,Helicopter Darshan,4640,25
409,34,06:00,Normal Darshan,0,109
410,34,09:00,Normal Darshan,0,290
411,34,12:00,Normal Darshan,0,266
412,34,15:00,Normal Darshan,0,74
413,34,18:00,Normal Darshan,0,383
414,34,06:00,VIP Darshan,500,15
415,34,09:00,VIP Darshan,500,85
416,34,12:00,VIP Darshan,500,67
417,34,15:00,VIP Darshan,500,29
418,34,18:00,VIP Darshan,500,99
419,34,09:00,Helicopter Darshan,4640,38
420,34,12:00,Helicopter Darshan,4640,33
421,35,06:00,Normal Darshan,0,126
422,35,09:00,Normal Darshan,0,315
423,35,12:00,Normal Darshan,0,191
424,35,15:00,Normal Darshan,0,211
425,35,18:00,Normal Darshan,0,342
426,35,06:00,VIP Darshan,500,93
427,35,09:00,VIP Darshan,500,13
428,35,12:00,VIP Darshan,500,81
429,35,15:00,VIP Darshan,500,87
430,35,18:00,VIP Darshan,500,87
431,35,09:00,Helicopter Darshan,4640,8
432,35,12:00,Helicopter Darshan,4640,32
433,36,06:00,Normal Darshan,0,101
434,36,09:00,Normal Darshan,0,175
435,36,12:00,Normal Darshan,0,436
436,36,15:00,Normal Darshan,0,497
437,36,18:00,Normal Darshan,0,159
438,36,06:00,VIP Darshan,500,40
439,36,09:00,VIP Darshan,500,17
440,36,12:00,VIP Darshan,500,59
441,36,15:00,VIP Darshan,500,85
442,36,18:00,VIP Darshan,500,69
443,36,09:00,Helicopter Darshan,4640,26
444,36,12:00,Helicopter Darshan,4640,25
445,37,06:00,Normal Darshan,0,237
446,37,09:00,Normal Darshan,0,387
447,37,12:00,Normal Darshan,0,429
448,37,15:00,Normal Darshan,0,72
449,37,18:00,Normal Darshan,0,436
450,37,06:00,VIP Darshan,500,44
451,37,09:00,VIP Darshan,500,80
452,37,12:00,VIP Darshan,500,45
453,37,15:00,VIP Darshan,500,37
454,37,18:00,VIP Darshan,500,72
455,37,09:00,Helicopter Darshan,4640,23
456,37,12:00,Helicopter Darshan,4640,17
457,38,06:00,Normal Darshan,0,476
458,38,09:00,Normal Darshan,0,398
459,38,12:00,Normal Darshan,0,286
460,38,15:00,Normal Darshan,0,310
461,38,18:00,Normal Darshan,0,305
462,38,06:00,VIP Darshan,500,62
463,38,09:00,VIP Darshan,500,84
464,38,12:00,VIP Darshan,500,15
465,38,15:00,VIP Darshan,500,94
466,38,18:00,VIP Darshan,500,44
467,38,09:00,Helicopter Darshan,4640,31
468,38,12:00,Helicopter Darshan,4640,10
469,39,06:00,Normal Darshan,0,264
470,39,09:00,Normal Darshan,0,376
471,39,12:00,Normal Darshan,0,431
472,39,15:00,Normal Darshan,0,225
473,39,18:00,Normal Darshan,0,161
474,39,06:00,VIP Darshan,500,10
475,39,09:00,VIP Darshan,500,82
476,39,12:00,VIP Darshan,500,17
477,39,15:00,VIP Darshan,500,55
478,39,18:00,VIP Darshan,500,82
479,39,09:00,Helicopter Darshan,4640,9
480,39,12:00,Helicopter Darshan,4640,36
481,40,06:00,Normal Darshan,0,80
482,40,09:00,Normal Darshan,0,473
483,40,12:00,Normal Darshan,0,496
484,40,15:00,Normal Darshan,0,308
485,40,18:00,Normal Darshan,0,296
486,40,06:00,VIP Darshan,500,46
487,40,09:00,VIP Darshan,500,79
488,40,12:00,VIP Darshan,500,42
489,40,15:00,VIP Darshan,500,13
490,40,18:00,VIP Darshan,500,64
491,40,09:00,Helicopter Darshan,4640,35
492,40,12:00,Helicopter Darshan,4640,26
493,41,06:00,Normal Darshan,0,213
494,41,09:00,Normal Darshan,0,344
495,41,12:00,Normal Darshan,0,497
496,41,15:00,Normal Darshan,0,239
497,41,18:00,Normal Darshan,0,343
498,41,06:00,VIP Darshan,500,38
499,41,09:00,VIP Darshan,500,99
500,41,12:00,VIP Darshan,500,69
501,41,15:00,VIP Darshan,500,32
502,41,18:00,VIP Darshan,500,72
503,41,09:00,Helicopter Darshan,4640,15
504,41,12:00,Helicopter Darshan,4640,28
505,42,06:00,Normal Darshan,0,261
506,42,09:00,Normal Darshan,0,388
507,42,12:00,Normal Darshan,0,177
508,42,15:00,Normal Darshan,0,364
509,42,18:00,Normal Darshan,0,206
510,42,06:00,VIP Darshan,500,45
511,42,09:00,VIP Darshan,500,13
512,42,12:00,VIP Darshan,500,48
513,42,15:00,VIP Darshan,500,85
514,42,18:00,VIP Darshan,500,44
515,42,09:00,Helicopter Darshan,4640,12
516,42,12:00,Helicopter Darshan,4640,6
517,43,06:00,Normal Darshan,0,497
518,43,09:00,Normal Darshan,0,466
519,43,12:00,Normal Darshan,0,53
520,43,15:00,Normal Darshan,0,454
521,43,18:00,Normal Darshan,0,92
522,43,06:00,VIP Darshan,500,31
523,43,09:00,VIP Darshan,500,62
524,43,12:00,VIP Darshan,500,96
525,43,15:00,VIP Darshan,500,97
526,43,18:00,VIP Darshan,500,63
527,43,09:00,Helicopter Darshan,4640,5
528,43,12:00,Helicopter Darshan,4640,12
529,44,06:00,Normal Darshan,0,134
530,44,09:00,Normal Darshan,0,341
531,44,12:00,Normal Darshan,0,118
532,44,15:00,Normal Darshan,0,102
533,44,18:00,Normal Darshan,0,196
534,44,06:00,VIP Darshan,500,79
535,44,09:00,VIP Darshan,500,89
536,44,12:00,VIP Darshan,500,85
537,44,15:00,VIP Darshan,500,33
538,44,18:00,VIP Darshan,500,24
539,44,09:00,Helicopter Darshan,4640,31
540,44,12:00,Helicopter Darshan,4640,4
