id,day_offset,slot_time,category,price,seats_available
525,43,15:00,VIP Darshan,500,54
526,43,18:00,VIP Darshan,500,43
527,43,09:00,Helicopter Darshan,4640,38
528,43,12:00,Helicopter Darshan,4640,32
529,44,06:00,Normal Darshan,0,83
530,44,09:00,Normal Darshan,0,121
531,44,12:00,Normal Darshan,0,288
532,44,15:00,Normal Darshan,0,107
533,44,18:00,Normal Darshan,0,393
534,44,06:00,VIP Darshan,500,100
535,44,09:00,VIP Darshan,500,77
536,44,12:00,VIP Darshan,500,97
537,44,15:00,VIP Darshan,500,22
538,44,18:00,VIP Darshan,500,84
539,44,09:00,Helicopter Darshan,4640,6
540,44,12:00,Helicopter Darshan,4640,21
